time,time (seconds),.linear.x,.linear.y,.linear.z,.angular.x,.angular.y,.angular.z
1970/01/01/07:01:42.339000,15.7,-0.000900030136108,0.000699996948242,0,0,0,0
1970/01/01/07:01:42.389000,15.75,-0.000849962234497,0.000699996948242,0,0,0,0
1970/01/01/07:01:42.442000,15.8,-0.000849962234497,0.00065004825592,0,0,0,0
1970/01/01/07:01:42.489000,15.85,-0.000800013542175,0.00065004825592,0,0,0,0
1970/01/01/07:01:42.539000,15.9,-0.000800013542175,0.000599980354309,0,0,0,0
1970/01/01/07:01:42.590000,15.95,-0.000749945640564,0.000599980354309,0,0,0,0
1970/01/01/07:01:42.639000,16,-0.000749945640564,0.000599980354309,0,0,0,0
1970/01/01/07:01:42.690000,16.05,-0.000749945640564,0.000550031661987,0,0,0,0
1970/01/01/07:01:42.740000,16.1,-0.000699996948242,0.000550031661987,0,0,0,0
1970/01/01/07:01:42.790000,16.15,-0.000699996948242,0.000550031661987,0,0,0,0
1970/01/01/07:01:42.839000,16.2,-0.00065004825592,0.000550031661987,0,0,0,0
1970/01/01/07:01:42.889000,16.25,-0.00065004825592,0.000499963760376,0,0,0,0
1970/01/01/07:01:42.939000,16.3,-0.00065004825592,0.000499963760376,0,0,0,0
1970/01/01/07:01:42.989000,16.35,-0.000599980354309,0.000499963760376,0,0,0,0
1970/01/01/07:01:43.040000,16.4,-0.000599980354309,0.000450015068054,0,0,0,0
1970/01/01/07:01:43.089000,16.45,-0.000599980354309,0.000450015068054,0,0,0,0
1970/01/01/07:01:43.140000,16.5,-0.000550031661987,0.000450015068054,0,0,0,0
1970/01/01/07:01:43.190000,16.55,-0.000550031661987,0.000450015068054,0,0,0,0
1970/01/01/07:01:43.239000,16.6,-0.000550031661987,0.000450015068054,0,0,0,0
1970/01/01/07:01:43.290000,16.65,-0.000550031661987,0.000399947166443,0,0,0,0
1970/01/01/07:01:43.339000,16.7,-0.000499963760376,0.000399947166443,0,0,0,0
1970/01/01/07:01:43.390000,16.75,-0.000499963760376,0.000399947166443,0,0,0,0
1970/01/01/07:01:43.440000,16.8,-0.000499963760376,0.000399947166443,0,0,0,0
1970/01/01/07:01:43.489000,16.85,-0.000450015068054,0.000349998474121,0,0,0,0
1970/01/01/07:01:43.539000,16.9,-0.000450015068054,0.000349998474121,0,0,0,0
1970/01/01/07:01:43.589000,16.95,-0.000450015068054,0.000349998474121,0,0,0,0
1970/01/01/07:01:43.639000,17,-0.000450015068054,0.000349998474121,0,0,0,0
1970/01/01/07:01:43.689000,17.05,-0.000450015068054,0.000349998474121,0,0,0,0
1970/01/01/07:01:43.739000,17.1,-0.000450015068054,0.000349998474121,0,0,0,0
1970/01/01/07:01:43.790000,17.15,-0.000399947166443,0.000349998474121,0,0,0,0
1970/01/01/07:01:43.839000,17.2,-0.000399947166443,0.000300049781799,0,0,0,0
1970/01/01/07:01:43.889000,17.25,-0.000399947166443,0.000300049781799,0,0,0,0
1970/01/01/07:01:43.940000,17.3,-0.000399947166443,0.000300049781799,0,0,0,0
1970/01/01/07:01:43.990000,17.35,-0.000349998474121,0.000300049781799,0,0,0,0
1970/01/01/07:01:44.039000,17.4,-0.000349998474121,0.000300049781799,0,0,0,0
1970/01/01/07:01:44.090000,17.45,-0.000349998474121,0.000300049781799,0,0,0,0
1970/01/01/07:01:44.139000,17.5,-0.000349998474121,0.000249981880188,0,0,0,0
1970/01/01/07:01:44.190000,17.55,-0.000349998474121,0.000249981880188,0,0,0,0
1970/01/01/07:01:44.240000,17.6,-0.000349998474121,0.000249981880188,0,0,0,0
1970/01/01/07:01:44.290000,17.65,-0.000300049781799,0.000249981880188,0,0,0,0
1970/01/01/07:01:44.339000,17.7,-0.000300049781799,0.000249981880188,0,0,0,0
1970/01/01/07:01:44.389000,17.75,-0.000300049781799,0.000249981880188,0,0,0,0
1970/01/01/07:01:44.439000,17.8,-0.000300049781799,0.000249981880188,0,0,0,0
1970/01/01/07:01:44.490000,17.85,-0.000300049781799,0.000249981880188,0,0,0,0
1970/01/01/07:01:44.539000,17.9,-0.000300049781799,0.000200033187866,0,0,0,0
1970/01/01/07:01:44.589000,17.95,-0.000249981880188,0.000200033187866,0,0,0,0
1970/01/01/07:01:44.640000,18,-0.000249981880188,0.000200033187866,0,0,0,0
1970/01/01/07:01:44.689000,18.05,-0.000249981880188,0.000200033187866,0,0,0,0
1970/01/01/07:01:44.740000,18.1,-0.000249981880188,0.000200033187866,0,0,0,0
1970/01/01/07:01:44.790000,18.15,-0.000249981880188,0.000200033187866,0,0,0,0
1970/01/01/07:01:44.839000,18.2,-0.000249981880188,0.000200033187866,0,0,0,0
1970/01/01/07:01:44.889000,18.25,-0.000249981880188,0.000200033187866,0,0,0,0
1970/01/01/07:01:44.939000,18.3,-0.000249981880188,0.000200033187866,0,0,0,0
1970/01/01/07:01:44.990000,18.35,-0.000200033187866,0.000200033187866,0,0,0,0
1970/01/01/07:01:45.039000,18.4,-0.000200033187866,0.000149965286255,0,0,0,0
1970/01/01/07:01:45.089000,18.45,-0.000200033187866,0.000149965286255,0,0,0,0
1970/01/01/07:01:45.140000,18.5,-0.000200033187866,0.000149965286255,0,0,0,0
1970/01/01/07:01:45.190000,18.55,-0.000200033187866,0.000149965286255,0,0,0,0
1970/01/01/07:01:45.240000,18.6,-0.000200033187866,0.000149965286255,0,0,0,0
1970/01/01/07:01:45.289000,18.65,-0.000200033187866,0.000149965286255,0,0,0,0
1970/01/01/07:01:45.340000,18.7,-0.000200033187866,0.000149965286255,0,0,0,0
1970/01/01/07:01:45.390000,18.75,-0.000200033187866,0.000149965286255,0,0,0,0
1970/01/01/07:01:45.439000,18.8,-0.000149965286255,0.000149965286255,0,0,0,0
1970/01/01/07:01:45.489000,18.85,-0.000149965286255,0.000149965286255,0,0,0,0
1970/01/01/07:01:45.540000,18.9,-0.000149965286255,0.000149965286255,0,0,0,0
1970/01/01/07:01:45.589000,18.95,-0.000149965286255,0.000149965286255,0,0,0,0
1970/01/01/07:01:45.640000,19,-0.000149965286255,0.000149965286255,0,0,0,0
1970/01/01/07:01:45.689000,19.05,-0.000149965286255,0.000100016593933,0,0,0,0
1970/01/01/07:01:45.739000,19.1,-0.000149965286255,0.000100016593933,0,0,0,0
1970/01/01/07:01:45.790000,19.15,-0.000149965286255,0.000100016593933,0,0,0,0
1970/01/01/07:01:45.839000,19.2,-0.000149965286255,0.000100016593933,0,0,0,0
1970/01/01/07:01:45.889000,19.25,-0.000149965286255,0.000100016593933,0,0,0,0
1970/01/01/07:01:45.940000,19.3,-0.000149965286255,0.000100016593933,0,0,0,0
1970/01/01/07:01:45.989000,19.35,-0.000149965286255,0.000100016593933,0,0,0,0
1970/01/01/07:01:46.039000,19.4,-0.000149965286255,0.000100016593933,0,0,0,0
1970/01/01/07:01:46.090000,19.45,-0.000149965286255,0.000100016593933,0,0,0,0
1970/01/01/07:01:46.140000,19.5,-0.000100016593933,0.000100016593933,0,0,0,0
1970/01/01/07:01:46.189000,19.55,-0.000100016593933,0.000100016593933,0,0,0,0
1970/01/01/07:01:46.240000,19.6,-0.000100016593933,0.000100016593933,0,0,0,0
1970/01/01/07:01:46.290000,19.65,-0.000100016593933,0.000100016593933,0,0,0,0
1970/01/01/07:01:46.340000,19.7,-0.000100016593933,0.000100016593933,0,0,0,0
1970/01/01/07:01:46.389000,19.75,-0.000100016593933,0.000100016593933,0,0,0,0
1970/01/01/07:01:46.439000,19.8,-0.000100016593933,0.000100016593933,0,0,0,0
1970/01/01/07:01:46.489000,19.85,-0.000100016593933,0.000100016593933,0,0,0,0
1970/01/01/07:01:46.540000,19.9,-0.000100016593933,0.000100016593933,0,0,0,0
1970/01/01/07:01:46.590000,19.95,-0.000100016593933,0.000100016593933,0,0,0,0
1970/01/01/07:01:46.639000,20,-0.000100016593933,0.000100016593933,0,0,0,0
1970/01/01/07:01:46.689000,20.05,-0.000100016593933,0.000100016593933,0,0,0,0
1970/01/01/07:01:46.740000,20.1,-0.000100016593933,0.000100016593933,0,0,0,0
1970/01/01/07:01:46.790000,20.15,-0.000100016593933,0.000100016593933,0,0,0,0
1970/01/01/07:01:46.839000,20.2,-0.000100016593933,0.000100016593933,0,0,0,0
1970/01/01/07:01:46.889000,20.25,-0.000100016593933,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:46.939000,20.3,-0.000100016593933,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:46.990000,20.35,-0.000100016593933,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:47.039000,20.4,-0.000100016593933,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:47.089000,20.45,-0.000100016593933,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:47.139000,20.5,-0.000100016593933,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:47.189000,20.55,-0.000100016593933,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:47.239000,20.6,-0.000100016593933,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:47.290000,20.65,-0.000100016593933,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:47.339000,20.7,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:47.389000,20.75,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:47.439000,20.8,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:47.489000,20.85,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:47.539000,20.9,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:47.590000,20.95,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:47.639000,21,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:47.689000,21.05,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:47.739000,21.1,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:47.790000,21.15,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:47.840000,21.2,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:47.889000,21.25,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:47.940000,21.3,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:47.990000,21.35,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:48.039000,21.4,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:48.089000,21.45,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:48.140000,21.5,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:48.189000,21.55,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:48.239000,21.6,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:48.289000,21.65,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:48.340000,21.7,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:48.390000,21.75,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:48.440000,21.8,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:48.489000,21.85,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:48.539000,21.9,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:48.589000,21.95,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:48.639000,22,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:48.690000,22.05,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:48.740000,22.1,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:48.789000,22.15,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:48.840000,22.2,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:48.889000,22.25,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:48.939000,22.3,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:48.990000,22.35,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:49.039000,22.4,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:49.090000,22.45,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:49.140000,22.5,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:49.189000,22.55,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:49.240000,22.6,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:49.290000,22.65,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:49.340000,22.7,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:49.389000,22.75,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:49.440000,22.8,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:49.490000,22.85,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:49.539000,22.9,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:49.589000,22.95,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:49.639000,23,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:49.689000,23.05,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:49.739000,23.1,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:49.789000,23.15,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:49.840000,23.2,-4.99486923218E-05,4.99486923218E-05,0,0,0,0
1970/01/01/07:01:49.889000,23.25,-4.99486923218E-05,0,0,0,0,0
1970/01/01/07:01:49.939000,23.3,-4.99486923218E-05,0,0,0,0,0
1970/01/01/07:01:49.990000,23.35,-4.99486923218E-05,0,0,0,0,0
1970/01/01/07:01:50.039000,23.4,-4.99486923218E-05,0,0,0,0,0
1970/01/01/07:01:50.090000,23.45,-4.99486923218E-05,0,0,0,0,0
1970/01/01/07:01:50.139000,23.5,-4.99486923218E-05,0,0,0,0,0
1970/01/01/07:01:50.189000,23.55,-4.99486923218E-05,0,0,0,0,0
1970/01/01/07:01:50.239000,23.6,-4.99486923218E-05,0,0,0,0,0
1970/01/01/07:01:50.289000,23.65,-4.99486923218E-05,0,0,0,0,0
1970/01/01/07:01:50.339000,23.7,-4.99486923218E-05,0,0,0,0,0
1970/01/01/07:01:50.390000,23.75,0,0,0,0,0,0
1970/01/01/07:01:50.439000,23.8,0,0,0,0,0,0
1970/01/01/07:01:50.489000,23.85,0,0,0,0,0,0
1970/01/01/07:01:50.539000,23.9,0,0,0,0,0,0
1970/01/01/07:01:50.589000,23.95,0,0,0,0,0,0
1970/01/01/07:01:50.639000,24,0,0,0,0,0,0
1970/01/01/07:01:50.690000,24.05,0,0,0,0,0,0
1970/01/01/07:01:50.740000,24.1,0,0,0,0,0,0
1970/01/01/07:01:50.789000,24.15,0,0,0,0,0,0
1970/01/01/07:01:50.839000,24.2,-4.99486923218E-05,0,0,0,0,0
1970/01/01/07:01:50.890000,24.25,-4.99486923218E-05,0,0,0,0,0
1970/01/01/07:01:50.939000,24.3,-4.99486923218E-05,0,0,0,0,0
1970/01/01/07:01:50.989000,24.35,-4.99486923218E-05,0,0,0,0,0
1970/01/01/07:01:51.040000,24.4,-4.99486923218E-05,0,0,0,0,0
1970/01/01/07:01:51.090000,24.45,0,0,0,0,0,0
1970/01/01/07:01:51.139000,24.5,0,0,0,0,0,0
1970/01/01/07:01:51.190000,24.55,0,0,0,0,0,0
1970/01/01/07:01:51.239000,24.6,0,0,0,0,0,0
1970/01/01/07:01:51.290000,24.65,0,0,0,0,0,0
1970/01/01/07:01:51.339000,24.7,0,0,0,0,0,0
1970/01/01/07:01:51.390000,24.75,0,0,0,0,0,0
1970/01/01/07:01:51.440000,24.8,0,0,0,0,0,0
1970/01/01/07:01:51.489000,24.85,-4.99486923218E-05,0,0,0,0,0
1970/01/01/07:01:51.539000,24.9,-4.99486923218E-05,0,0,0,0,0
1970/01/01/07:01:51.589000,24.95,-4.99486923218E-05,0,0,0,0,0
1970/01/01/07:01:51.639000,25,-4.99486923218E-05,0,0,0,0,0
1970/01/01/07:01:51.689000,25.05,-4.99486923218E-05,0,0,0,0,0
1970/01/01/07:01:51.740000,25.1,-4.99486923218E-05,0,0,0,0,0
1970/01/01/07:01:51.789000,25.15,0,0,0,0,0,0
1970/01/01/07:01:51.839000,25.2,0,0,0,0,0,0
1970/01/01/07:01:51.889000,25.25,0,0,0,0,0,0
1970/01/01/07:01:51.940000,25.3,0,0,0,0,0,0
1970/01/01/07:01:51.989000,25.35,0,0,0,0,0,0
1970/01/01/07:01:52.040000,25.4,0,0,0,0,0,0
1970/01/01/07:01:52.090000,25.45,0,0,0,0,0,0
1970/01/01/07:01:52.140000,25.5,0,0,0,0,0,0
1970/01/01/07:01:52.189000,25.55,0,0,0,0,0,0
1970/01/01/07:01:52.240000,25.6,-4.99486923218E-05,0,0,0,0,0
1970/01/01/07:01:52.290000,25.65,-4.99486923218E-05,0,0,0,0,0
1970/01/01/07:01:52.339000,25.7,-4.99486923218E-05,0,0,0,0,0
1970/01/01/07:01:52.390000,25.75,-4.99486923218E-05,0,0,0,0,0
1970/01/01/07:01:52.439000,25.8,-4.99486923218E-05,0,0,0,0,0
1970/01/01/07:01:52.489000,25.85,-4.99486923218E-05,0,0,0,0,0
