rosbagTimestamp,layout,dim,data_offset,data
84264000000,,[],0,"[15.519002914428711, 22.42246437072754]"
84275000000,,[],0,"[15.515640258789062, 22.43876838684082]"
84285000000,,[],0,"[15.512311935424805, 22.47771644592285]"
84294000000,,[],0,"[15.50901985168457, 22.469268798828125]"
84305000000,,[],0,"[15.505656242370605, 22.485801696777344]"
84315000000,,[],0,"[15.50229549407959, 22.499038696289062]"
84325000000,,[],0,"[15.499260902404785, 22.500349044799805]"
84335000000,,[],0,"[15.498942375183105, 22.514751434326172]"
84344000000,,[],0,"[15.495606422424316, 22.529382705688477]"
84355000000,,[],0,"[15.492204666137695, 22.54522132873535]"
84365000000,,[],0,"[15.488813400268555, 22.583831787109375]"
84375000000,,[],0,"[15.48542594909668, 22.57398223876953]"
84384000000,,[],0,"[15.481271743774414, 22.588605880737305]"
84394000000,,[],0,"[15.477216720581055, 22.627002716064453]"
84405000000,,[],0,"[15.47380542755127, 22.616939544677734]"
84414000000,,[],0,"[15.470437049865723, 22.62974739074707]"
84424000000,,[],0,"[15.467105865478516, 22.64090347290039]"
84434000000,,[],0,"[15.467105865478516, 22.642004013061523]"
84444000000,,[],0,"[15.462124824523926, 22.656330108642578]"
84454000000,,[],0,"[15.45871353149414, 22.69248390197754]"
84465000000,,[],0,"[15.455324172973633, 22.68147850036621]"
84475000000,,[],0,"[15.451277732849121, 22.71841812133789]"
84486000000,,[],0,"[15.446613311767578, 22.709291458129883]"
84494000000,,[],0,"[15.442838668823242, 22.74654769897461]"
84504000000,,[],0,"[15.4392728805542, 22.75911521911621]"
84515000000,,[],0,"[15.435907363891602, 22.771560668945312]"
84525000000,,[],0,"[15.432583808898926, 22.760099411010742]"
84535000000,,[],0,"[15.427976608276367, 22.789514541625977]"
84544000000,,[],0,"[15.42463493347168, 22.79537010192871]"
84554000000,,[],0,"[15.424284934997559, 22.783527374267578]"
84564000000,,[],0,"[15.42065143585205, 22.79517936706543]"
84574000000,,[],0,"[15.417028427124023, 22.829917907714844]"
84584000000,,[],0,"[15.413315773010254, 22.817913055419922]"
84594000000,,[],0,"[15.409279823303223, 22.829730987548828]"
84604000000,,[],0,"[15.405282020568848, 22.841175079345703]"
84614000000,,[],0,"[15.401323318481445, 22.875946044921875]"
84624000000,,[],0,"[15.39609146118164, 22.887601852416992]"
84634000000,,[],0,"[15.391220092773438, 22.898496627807617]"
84644000000,,[],0,"[15.386569023132324, 22.888870239257812]"
84654000000,,[],0,"[15.382397651672363, 22.887662887573242]"
84665000000,,[],0,"[15.378482818603516, 22.89861488342285]"
84674000000,,[],0,"[15.377676963806152, 22.9079647064209]"
84684000000,,[],0,"[15.374311447143555, 22.917903900146484]"
84694000000,,[],0,"[15.369804382324219, 22.929155349731445]"
84705000000,,[],0,"[15.365327835083008, 22.940227508544922]"
84715000000,,[],0,"[15.360868453979492, 22.94993782043457]"
84725000000,,[],0,"[15.356427192687988, 22.98344612121582]"
84734000000,,[],0,"[15.352004051208496, 22.993993759155273]"
84744000000,,[],0,"[15.347646713256836, 22.980953216552734]"
84761000000,,[],0,"[15.3433256149292, 22.99065399169922]"
84766000000,,[],0,"[15.340712547302246, 23.013946533203125]"
84775000000,,[],0,"[15.33665943145752, 23.02167510986328]"
84786000000,,[],0,"[15.335787773132324, 23.008142471313477]"
84794000000,,[],0,"[15.33120059967041, 23.017833709716797]"
84806000000,,[],0,"[15.326991081237793, 23.02652359008789]"
84814000000,,[],0,"[15.300395965576172, 23.057226181030273]"
84824000000,,[],0,"[15.319721221923828, 23.04208755493164]"
84834000000,,[],0,"[15.314828872680664, 23.074325561523438]"
84845000000,,[],0,"[15.310221672058105, 23.082727432250977]"
84854000000,,[],0,"[15.329955101013184, 23.06778907775879]"
84864000000,,[],0,"[15.301682472229004, 23.07599449157715]"
84875000000,,[],0,"[15.2966947555542, 23.076799392700195]"
84884000000,,[],0,"[15.296178817749023, 23.086200714111328]"
84895000000,,[],0,"[15.290581703186035, 23.09572982788086]"
84904000000,,[],0,"[15.28665542602539, 23.128557205200195]"
84915000000,,[],0,"[15.282698631286621, 23.11341094970703]"
84925000000,,[],0,"[15.278267860412598, 23.121109008789062]"
84935000000,,[],0,"[15.273624420166016, 23.12950325012207]"
84945000000,,[],0,"[15.269787788391113, 23.161151885986328]"
84955000000,,[],0,"[15.266010284423828, 23.144676208496094]"
84965000000,,[],0,"[15.261242866516113, 23.15210723876953]"
84975000000,,[],0,"[15.256139755249023, 23.15884780883789]"
84985000000,,[],0,"[15.252699851989746, 23.15884780883789]"
84994000000,,[],0,"[15.252338409423828, 23.165739059448242]"
85004000000,,[],0,"[15.248726844787598, 23.17251968383789]"
85014000000,,[],0,"[15.244688987731934, 23.180065155029297]"
85025000000,,[],0,"[15.239882469177246, 23.188419342041016]"
85035000000,,[],0,"[15.235981941223145, 23.195894241333008]"
85045000000,,[],0,"[15.232131004333496, 23.203229904174805]"
85054000000,,[],0,"[15.227351188659668, 23.235305786132812]"
85064000000,,[],0,"[15.22181224822998, 23.243396759033203]"
