rosbagTimestamp,x,y,theta
79582000000,0.0,0.0,1.57079637051
79582000000,0.0,0.0,1.57079637051
79592000000,0.0,0.0,1.57079637051
79603000000,0.0,0.0,1.57079637051
79613000000,0.0,0.0,1.57079637051
79622000000,0.0,0.0,1.57079637051
79633000000,0.0,0.0,1.57079637051
79633000000,0.0,0.0,1.57079637051
79645000000,0.0,0.0,1.57079637051
79652000000,0.0,0.0,1.57079637051
79673000000,0.0,0.0,1.57079637051
79685000000,0.0,0.0,1.57079637051
79685000000,0.0,0.0,1.57079637051
79702000000,0.0,0.0,1.57079637051
79702000000,0.0,0.0,1.57079637051
79721000000,0.0,0.0,1.57079637051
79732000000,0.0,0.0,1.57079637051
79742000000,0.0,0.0,1.57079637051
79752000000,0.0,0.0,1.57079637051
79762000000,0.0,0.0,1.57079637051
79762000000,0.0,0.0,1.57079637051
79782000000,0.0,0.0,1.57079637051
79782000000,0.0,0.0,1.57079637051
79802000000,0.0,0.0,1.57079637051
79812000000,0.0,0.0,1.57079637051
79812000000,0.0,0.0,1.57079637051
79832000000,0.0,0.0,1.57079637051
79842000000,0.0,0.0,1.57079637051
79842000000,0.0,0.0,1.57079637051
79862000000,0.0,0.0,1.57079637051
79862000000,0.0,0.0,1.57079637051
79883000000,0.0,0.0,1.57079637051
79883000000,0.0,0.0,1.57079637051
79902000000,0.0,0.0,1.57079637051
79912000000,0.0,0.0,1.57079637051
79922000000,0.0,0.0,1.57079637051
79922000000,0.0,0.0,1.57079637051
79942000000,0.0,0.0,1.57079637051
79942000000,0.0,0.0,1.57079637051
79962000000,0.0,0.0,1.57079637051
79972000000,0.0,0.0,1.57079637051
79982000000,0.0,0.0,1.57079637051
79982000000,0.0,0.0,1.57079637051
80002000000,0.0,0.0,1.57079637051
80012000000,0.0,0.0,1.57079637051
80012000000,0.0,0.0,1.57079637051
80032000000,0.0,0.0,1.57079637051
80032000000,0.0,0.0,1.57079637051
80052000000,0.0,0.0,1.57079637051
80052000000,0.0,0.0,1.57079637051
80072000000,0.0,0.0,1.57079637051
80072000000,0.0,0.0,1.57079637051
80092000000,0.0,0.0,1.57079637051
80103000000,0.0,0.0,1.57079637051
80103000000,0.0,0.0,1.57079637051
80122000000,0.0,0.0,1.57079637051
80132000000,0.0,0.0,1.57079637051
80132000000,0.0,0.0,1.57079637051
80142000000,0.0,0.0,1.57079637051
80152000000,0.0,0.0,1.57079637051
80162000000,0.0,0.0,1.57079637051
80182000000,0.0,0.0,1.57079637051
80182000000,0.0,0.0,1.57079637051
80203000000,0.0,0.0,1.57079637051
80203000000,0.0,0.0,1.57079637051
80222000000,0.0,0.0,1.57079637051
80222000000,0.0,0.0,1.57079637051
80232000000,0.0,0.0,1.57079637051
80242000000,0.0,0.0,1.57079637051
80262000000,0.0,0.0,1.57079637051
80262000000,0.0,0.0,1.57079637051
80282000000,0.0,0.0,1.57079637051
80282000000,0.0,0.0,1.57079637051
80303000000,0.0,0.0,1.57079637051
80303000000,0.0,0.0,1.57079637051
80322000000,0.0,0.0,1.57079637051
80332000000,0.0,0.0,1.57079637051
80332000000,0.0,0.0,1.57079637051
80352000000,0.0,0.0,1.57079637051
80352000000,0.0,0.0,1.57079637051
80372000000,0.0,0.0,1.57079637051
80382000000,0.0,0.0,1.57079637051
80392000000,0.0,0.0,1.57079637051
80402000000,0.0,0.0,1.57079637051
80402000000,0.0,0.0,1.57079637051
80422000000,0.0,0.0,1.57079637051
80422000000,0.0,0.0,1.57079637051
80432000000,0.0,0.0,1.57079637051
80443000000,0.0,0.0,1.57079637051
80462000000,0.0,0.0,1.57079637051
80472000000,0.0,0.0,1.57079637051
80482000000,0.0,0.0,1.57079637051
80482000000,0.0,0.0,1.57079637051
80503000000,0.0,0.0,1.57079637051
80503000000,0.0,0.0,1.57079637051
80523000000,0.0,0.0,1.57079637051
80523000000,0.0,0.0,1.57079637051
80532000000,0.0,0.0,1.57079637051
80542000000,0.0,0.0,1.57079637051
80562000000,0.0,0.0,1.57079637051
80572000000,0.0,0.0,1.57079637051
80572000000,0.0,0.0,1.57079637051
80592000000,0.0,0.0,1.57079637051
80592000000,0.0,0.0,1.57079637051
80602000000,0.0,0.0,1.57079637051
80622000000,0.0,0.0,1.57079637051
80632000000,0.0,0.0,1.57079637051
80632000000,0.0,0.0,1.57079637051
80642000000,0.0,0.0,1.57079637051
80662000000,0.0,0.0,1.57079637051
80673000000,0.0,0.0,1.57079637051
80682000000,0.0,0.0,1.57079637051
80682000000,0.0,0.0,1.57079637051
80692000000,0.0,0.0,1.57079637051
80702000000,0.0,0.0,1.57079637051
80712000000,0.0,0.0,1.57079637051
80722000000,0.0,0.0,1.57079637051
80732000000,0.0,0.0,1.57079637051
80742000000,0.0,0.0,1.57079637051
80752000000,0.0,0.0,1.57079637051
80762000000,0.0,0.0,1.57079637051
80773000000,0.0,0.0,1.57079637051
80782000000,0.0,0.0,1.57079637051
80792000000,0.0,0.0,1.57079637051
80812000000,0.0,0.0,1.57079637051
80822000000,0.0,0.0,1.57079637051
80832000000,0.0,0.0,1.57079637051
80832000000,0.0,0.0,1.57079637051
80853000000,0.0,0.0,1.57079637051
80862000000,0.0,0.0,1.57079637051
80872000000,0.0,0.0,1.57079637051
80883000000,0.0,0.0,1.57079637051
80883000000,0.0,0.0,1.57079637051
80892000000,0.0,0.0,1.57079637051
80912000000,0.0,0.0,1.57079637051
80912000000,0.0,0.0,1.57079637051
80932000000,0.0,0.0,1.57079637051
80932000000,0.0,0.0,1.57079637051
80942000000,0.0,0.0,1.57079637051
80952000000,0.0,0.0,1.57079637051
80962000000,0.0,0.0,1.57079637051
80972000000,0.0,0.0,1.57079637051
80992000000,0.0,0.0,1.57079637051
81002000000,0.0,0.0,1.57079637051
81012000000,0.0,0.0,1.57079637051
81022000000,0.0,0.0,1.57079637051
81032000000,0.0,0.0,1.57079637051
81032000000,0.0,0.0,1.57079637051
81052000000,0.0,0.0,1.57079637051
81052000000,0.0,0.0,1.57079637051
81062000000,0.0,0.0,1.57079637051
81083000000,0.0,0.0,1.57079637051
81093000000,0.0,0.0,1.57079637051
81093000000,0.0,0.0,1.57079637051
81112000000,0.0,0.0,1.57079637051
81122000000,0.0,0.0,1.57079637051
81132000000,0.0,0.0,1.57079637051
81142000000,0.0,0.0,1.57079637051
81152000000,0.0,0.0,1.57079637051
81162000000,0.0,0.0,1.57079637051
81172000000,0.0,0.0,1.57079637051
81182000000,0.0,0.0,1.57079637051
81192000000,0.0,0.0,1.57079637051
81202000000,0.0,0.0,1.57079637051
81212000000,0.0,0.0,1.57079637051
81212000000,0.0,0.0,1.57079637051
81222000000,0.0,0.0,1.57079637051
81232000000,0.0,0.0,1.57079637051
81242000000,0.0,0.0,1.57079637051
81262000000,0.0,0.0,1.57079637051
81272000000,0.0,0.0,1.57079637051
81272000000,0.0,0.0,1.57079637051
81282000000,0.0,0.0,1.57079637051
81292000000,0.0,0.0,1.57079637051
81312000000,0.0,0.0,1.57079637051
81312000000,0.0,0.0,1.57079637051
81332000000,0.0,0.0,1.57079637051
81332000000,0.0,0.0,1.57079637051
81352000000,0.0,0.0,1.57079637051
81363000000,0.0,0.0,1.57079637051
81363000000,0.0,0.0,1.57079637051
81372000000,0.0,0.0,1.57079637051
81383000000,0.0,0.0,1.57079637051
81392000000,0.0,0.0,1.57079637051
81403000000,0.0,0.0,1.57079637051
81412000000,0.0,0.0,1.57079637051
81432000000,0.0,0.0,1.57079637051
81432000000,0.0,0.0,1.57079637051
81452000000,0.0,0.0,1.57079637051
81452000000,0.0,0.0,1.57079637051
81463000000,0.0,0.0,1.57079637051
81472000000,0.0,0.0,1.57079637051
81492000000,0.0,0.0,1.57079637051
81492000000,0.0,0.0,1.57079637051
81512000000,0.0,0.0,1.57079637051
81512000000,0.0,0.0,1.57079637051
81522000000,0.0,0.0,1.57079637051
81532000000,0.0,0.0,1.57079637051
81543000000,0.0,0.0,1.57079637051
81552000000,0.0,0.0,1.57079637051
81562000000,-2.18556950009e-10,0.005,1.56829637051
81582000000,1.2499549866e-05,0.00999998437555,1.56579637051
81592000000,3.74992271452e-05,0.0149999218768,1.56329637051
81602000000,7.49986570329e-05,0.0199997812541,1.56079637051
81602000000,0.000124997605158,0.0249995312583,1.55829637051
81613000000,0.000187495759026,0.0299991406412,1.55579637051
81622000000,0.000262492728026,0.034998578155,1.55329637051
81632000000,0.000349988043425,0.0399978125534,1.55079637051
81642000000,0.000449981158378,0.0449968125911,1.54829637051
81662000000,0.000562471447929,0.0499955470244,1.54579637051
81672000000,0.000687458209014,0.0549939846112,1.54329637051
81682000000,0.000824940660466,0.0599920941114,1.54079637051
81692000000,0.00097491794302,0.0649898442867,1.53829637051
81702000000,0.00113738911932,0.0699872039012,1.53579637051
81712000000,0.00131235317392,0.0749841417215,1.53329637051
81723000000,0.00149980901329,0.0799806265166,1.53079637051
81762000000,0.00169975546584,0.0849766270587,1.52829637051
81762000000,0.00191219128191,0.0899721121226,1.52579637051
81762000000,0.00213711513376,0.0949670504867,1.52329637051
81762000000,0.00237452561563,0.0999614109325,1.52079637051
81802000000,0.0026244212437,0.104955162245,1.51829637051
81802000000,0.00288680045612,0.109948273214,1.51579637051
81802000000,0.00316166161303,0.114940712633,1.51329637051
81802000000,0.00344900299654,0.119932449297,1.51079637051
81852000000,0.00374882281077,0.12492345201,1.50829637051
81852000000,0.00406111918186,0.129913689577,1.50579637051
81852000000,0.00438589015793,0.13490313081,1.50329637051
81852000000,0.00472313370919,0.139891744524,1.50079637051
81852000000,0.00507284772786,0.14487949954,1.49829637051
81892000000,0.00543503002822,0.149866364686,1.49579637051
81892000000,0.00580967834664,0.154852308793,1.49329637051
81892000000,0.00619679034157,0.159837300699,1.49079637051
81892000000,0.00659636359356,0.164821309248,1.48829637051
81892000000,0.00700839560527,0.16980430329,1.48579637051
81942000000,0.00743288380152,0.174786251681,1.48329637051
81942000000,0.00786982552924,0.179767123284,1.48079637051
81942000000,0.00831921805756,0.184746886969,1.47829637051
81942000000,0.00878105857777,0.189725511611,1.47579637051
81952000000,0.00925534420337,0.194702966096,1.47329637051
81962000000,0.00974207197008,0.199679219313,1.47079637051
82002000000,0.0102412388358,0.204654240161,1.46829637051
82002000000,0.0107528416809,0.209627997547,1.46579637051
82002000000,0.0112768773077,0.214600460383,1.46329637051
82002000000,0.011813342441,0.219571597593,1.46079637051
