rosbagTimestamp,layout,dim,data_offset,data
82134000000,,[],0,"[-0.8120640516281128, -1.0003836154937744]"
82144000000,,[],0,"[-0.8308647871017456, -1.0156614780426025]"
82155000000,,[],0,"[-0.8498275279998779, -1.035075068473816]"
82164000000,,[],0,"[-0.8689672946929932, -1.0547127723693848]"
82175000000,,[],0,"[-0.8880677223205566, -1.0739045143127441]"
82184000000,,[],0,"[-0.9068480134010315, -1.0968401432037354]"
82194000000,,[],0,"[-0.9255839586257935, -1.1155928373336792]"
82205000000,,[],0,"[-0.9444197416305542, -1.1344459056854248]"
82215000000,,[],0,"[-0.9635305404663086, -1.1490484476089478]"
82225000000,,[],0,"[-0.982782244682312, -1.1663057804107666]"
82235000000,,[],0,"[-0.999778151512146, -1.1680810451507568]"
82245000000,,[],0,"[-1.0015288591384888, -1.1863669157028198]"
82255000000,,[],0,"[-1.0202810764312744, -1.209209680557251]"
82265000000,,[],0,"[-1.039376139640808, -1.2232826948165894]"
82275000000,,[],0,"[-1.058429479598999, -1.2417583465576172]"
82285000000,,[],0,"[-1.0771406888961792, -1.2597296237945557]"
82294000000,,[],0,"[-1.0959362983703613, -1.2778159379959106]"
82304000000,,[],0,"[-1.1149680614471436, -1.300636649131775]"
82314000000,,[],0,"[-1.1341954469680786, -1.318894624710083]"
82324000000,,[],0,"[-1.1529085636138916, -1.331691026687622]"
82334000000,,[],0,"[-1.1712857484817505, -1.3471729755401611]"
82345000000,,[],0,"[-1.1883035898208618, -1.3628840446472168]"
82354000000,,[],0,"[-1.1900570392608643, -1.3661201000213623]"
82364000000,,[],0,"[-1.2089219093322754, -1.3883702754974365]"
82374000000,,[],0,"[-1.227672815322876, -1.400668740272522]"
82385000000,,[],0,"[-1.2457129955291748, -1.4169909954071045]"
82395000000,,[],0,"[-1.2640962600708008, -1.4335715770721436]"
82405000000,,[],0,"[-1.2827342748641968, -1.4503819942474365]"
82414000000,,[],0,"[-1.300990343093872, -1.4715793132781982]"
82424000000,,[],0,"[-1.3185726404190063, -1.4870880842208862]"
82434000000,,[],0,"[-1.3363862037658691, -1.4978325366973877]"
82444000000,,[],0,"[-1.354331612586975, -1.5121222734451294]"
82454000000,,[],0,"[-1.3706587553024292, -1.5136014223098755]"
82466000000,,[],0,"[-1.3723434209823608, -1.5344938039779663]"
82475000000,,[],0,"[-1.3903850317001343, -1.5502519607543945]"
82484000000,,[],0,"[-1.4080427885055542, -1.560470700263977]"
82494000000,,[],0,"[-1.4258363246917725, -1.5759358406066895]"
82505000000,,[],0,"[-1.4438326358795166, -1.5913645029067993]"
82515000000,,[],0,"[-1.4613640308380127, -1.6061396598815918]"
82525000000,,[],0,"[-1.478844165802002, -1.6210103034973145]"
82534000000,,[],0,"[-1.4965847730636597, -1.6414408683776855]"
82544000000,,[],0,"[-1.5193753242492676, -1.6512175798416138]"
82555000000,,[],0,"[-1.531388759613037, -1.6639426946640015]"
82565000000,,[],0,"[-1.5467981100082397, -1.6766735315322876]"
82575000000,,[],0,"[-1.5483912229537964, -1.6793107986450195]"
82584000000,,[],0,"[-1.5659475326538086, -1.694094181060791]"
82595000000,,[],0,"[-1.5836392641067505, -1.7089463472366333]"
82605000000,,[],0,"[-1.6011345386505127, -1.7289131879806519]"
82615000000,,[],0,"[-1.6180880069732666, -1.7371219396591187]"
82624000000,,[],0,"[-1.6350595951080322, -1.750849723815918]"
82634000000,,[],0,"[-1.6522717475891113, -1.7704591751098633]"
82644000000,,[],0,"[-1.668935775756836, -1.7779879570007324]"
82654000000,,[],0,"[-1.6851950883865356, -1.790751576423645]"
82664000000,,[],0,"[-1.7012325525283813, -1.80199134349823]"
82676000000,,[],0,"[-1.7123849391937256, -1.804949402809143]"
82684000000,,[],0,"[-1.7123849391937256, -1.804949402809143]"
82695000000,,[],0,"[-1.7345072031021118, -1.835638165473938]"
82704000000,,[],0,"[-1.7510337829589844, -1.842910885810852]"
82714000000,,[],0,"[-1.7670774459838867, -1.8611431121826172]"
82725000000,,[],0,"[-1.7836724519729614, -1.8738899230957031]"
82735000000,,[],0,"[-1.8002134561538696, -1.8810886144638062]"
82744000000,,[],0,"[-1.816315770149231, -1.899552345275879]"
82754000000,,[],0,"[-1.8319728374481201, -1.9117133617401123]"
82764000000,,[],0,"[-1.8481525182724, -1.922822117805481]"
82775000000,,[],0,"[-1.8645318746566772, -1.9294655323028564]"
82784000000,,[],0,"[-1.879481315612793, -1.9301306009292603]"
82794000000,,[],0,"[-1.881029486656189, -1.942720890045166]"
82804000000,,[],0,"[-1.8963714838027954, -1.9539848566055298]"
82815000000,,[],0,"[-1.9122490882873535, -1.9653372764587402]"
82825000000,,[],0,"[-1.9282727241516113, -1.976787805557251]"
82835000000,,[],0,"[-1.94417142868042, -1.9880800247192383]"
82845000000,,[],0,"[-1.9594343900680542, -2.0051026344299316]"
82854000000,,[],0,"[-1.9744362831115723, -2.0095114707946777]"
82864000000,,[],0,"[-1.9894239902496338, -2.0262534618377686]"
82875000000,,[],0,"[-2.004784107208252, -2.0311989784240723]"
82885000000,,[],0,"[-2.020298719406128, -2.0417163372039795]"
82895000000,,[],0,"[-2.0335965156555176, -2.0428221225738525]"
82905000000,,[],0,"[-2.0349795818328857, -2.059687852859497]"
82915000000,,[],0,"[-2.049636125564575, -2.063993215560913]"
82925000000,,[],0,"[-2.064879894256592, -2.0746612548828125]"
82934000000,,[],0,"[-2.07985520362854, -2.0848093032836914]"
82944000000,,[],0,"[-2.0943307876586914, -2.0947234630584717]"
82954000000,,[],0,"[-2.1088051795959473, -2.0986244678497314]"
82964000000,,[],0,"[-2.123843193054199, -2.1218364238739014]"
82975000000,,[],0,"[-2.1391994953155518, -2.132220506668091]"
82985000000,,[],0,"[-2.1536707878112793, -2.1355624198913574]"
82994000000,,[],0,"[-2.167788028717041, -2.144256830215454]"
83004000000,,[],0,"[-2.181161642074585, -2.1451809406280518]"
83014000000,,[],0,"[-2.1825528144836426, -2.154819965362549]"
83025000000,,[],0,"[-2.1976025104522705, -2.164527177810669]"
83035000000,,[],0,"[-2.2124860286712646, -2.174037456512451]"
83045000000,,[],0,"[-2.226544141769409, -2.183180809020996]"
83054000000,,[],0,"[-2.240741729736328, -2.192323684692383]"
83065000000,,[],0,"[-2.2551798820495605, -2.2014687061309814]"
83074000000,,[],0,"[-2.269252300262451, -2.21700382232666]"
83084000000,,[],0,"[-2.282801866531372, -2.2255566120147705]"
83094000000,,[],0,"[-2.2961058616638184, -2.227057933807373]"
83105000000,,[],0,"[-2.3093130588531494, -2.234346389770508]"
83114000000,,[],0,"[-2.32195782661438, -2.235130786895752]"
83124000000,,[],0,"[-2.3232762813568115, -2.2434000968933105]"
83134000000,,[],0,"[-2.337190866470337, -2.2523157596588135]"
83145000000,,[],0,"[-2.3501791954040527, -2.260207176208496]"
83154000000,,[],0,"[-2.3634440898895264, -2.268181085586548]"
83164000000,,[],0,"[-2.377352237701416, -2.2766852378845215]"
83174000000,,[],0,"[-2.39082932472229, -2.2849419116973877]"
83184000000,,[],0,"[-2.4037580490112305, -2.299490213394165]"
83196000000,,[],0,"[-2.4166553020477295, -2.3002538681030273]"
83204000000,,[],0,"[-2.430140733718872, -2.307936191558838]"
83215000000,,[],0,"[-2.443838596343994, -2.320817708969116]"
83225000000,,[],0,"[-2.4551076889038086, -2.3234739303588867]"
83235000000,,[],0,"[-2.4562888145446777, -2.3235888481140137]"
83245000000,,[],0,"[-2.4688236713409424, -2.33066987991333]"
83255000000,,[],0,"[-2.482041597366333, -2.3379976749420166]"
83264000000,,[],0,"[-2.4948818683624268, -2.345402240753174]"
83275000000,,[],0,"[-2.5070223808288574, -2.351956844329834]"
83284000000,,[],0,"[-2.519392728805542, -2.3583319187164307]"
83295000000,,[],0,"[-2.532025098800659, -2.3716256618499756]"
83304000000,,[],0,"[-2.5446903705596924, -2.378638505935669]"
83314000000,,[],0,"[-2.5573747158050537, -2.378863573074341]"
83325000000,,[],0,"[-2.5691046714782715, -2.3842053413391113]"
83335000000,,[],0,"[-2.5803511142730713, -2.3847968578338623]"
83344000000,,[],0,"[-2.5815303325653076, -2.390841484069824]"
83354000000,,[],0,"[-2.594007968902588, -2.4051687717437744]"
83364000000,,[],0,"[-2.6063363552093506, -2.4120001792907715]"
83374000000,,[],0,"[-2.6178696155548096, -2.410672664642334]"
83384000000,,[],0,"[-2.629800319671631, -2.417024612426758]"
83394000000,,[],0,"[-2.642239570617676, -2.4311912059783936]"
83404000000,,[],0,"[-2.6540141105651855, -2.4371964931488037]"
83414000000,,[],0,"[-2.665414333343506, -2.442871570587158]"
83425000000,,[],0,"[-2.6774775981903076, -2.4411628246307373]"
83435000000,,[],0,"[-2.6897189617156982, -2.447158098220825]"
83445000000,,[],0,"[-2.7007386684417725, -2.453031063079834]"
83455000000,,[],0,"[-2.701895236968994, -2.4543066024780273]"
83465000000,,[],0,"[-2.712970733642578, -2.459479808807373]"
83475000000,,[],0,"[-2.7247707843780518, -2.4650683403015137]"
83485000000,,[],0,"[-2.736645221710205, -2.471433162689209]"
83495000000,,[],0,"[-2.748258352279663, -2.4846549034118652]"
83505000000,,[],0,"[-2.7589058876037598, -2.4818289279937744]"
83514000000,,[],0,"[-2.7698287963867188, -2.4861655235290527]"
83524000000,,[],0,"[-2.78106689453125, -2.4987268447875977]"
83534000000,,[],0,"[-2.7923061847686768, -2.4967949390411377]"
83544000000,,[],0,"[-2.803575038909912, -2.501868724822998]"
83555000000,,[],0,"[-2.8136374950408936, -2.505904197692871]"
83565000000,,[],0,"[-2.8146984577178955, -2.5067930221557617]"
83575000000,,[],0,"[-2.8258097171783447, -2.512218952178955]"
83585000000,,[],0,"[-2.8369312286376953, -2.517683506011963]"
83595000000,,[],0,"[-2.8480746746063232, -2.5230519771575928]"
83604000000,,[],0,"[-2.858595609664917, -2.5277464389801025]"
83615000000,,[],0,"[-2.8696017265319824, -2.5330846309661865]"
83624000000,,[],0,"[-2.8806846141815186, -2.5460822582244873]"
83634000000,,[],0,"[-2.891794204711914, -2.5439178943634033]"
83644000000,,[],0,"[-2.9100098609924316, -2.554561138153076]"
83655000000,,[],0,"[-2.913214683532715, -2.5528724193573]"
83664000000,,[],0,"[-2.9228992462158203, -2.5526349544525146]"
83674000000,,[],0,"[-2.923922538757324, -2.557574987411499]"
83684000000,,[],0,"[-2.934410333633423, -2.562162399291992]"
83694000000,,[],0,"[-2.943988800048828, -2.565704584121704]"
83704000000,,[],0,"[-2.954432964324951, -2.5700581073760986]"
83714000000,,[],0,"[-2.9647719860076904, -2.574195623397827]"
83725000000,,[],0,"[-2.9751217365264893, -2.5861082077026367]"
83735000000,,[],0,"[-2.985541820526123, -2.5904176235198975]"
83745000000,,[],0,"[-2.996156692504883, -2.5948081016540527]"
83754000000,,[],0,"[-3.007025957107544, -2.5913689136505127]"
83764000000,,[],0,"[-3.0240302085876465, -2.595318555831909]"
83774000000,,[],0,"[-3.028895378112793, -2.595773696899414]"
83785000000,,[],0,"[-3.028895378112793, -2.6001174449920654]"
83795000000,,[],0,"[-3.0387072563171387, -2.6041665077209473]"
83805000000,,[],0,"[-3.048950433731079, -2.608218193054199]"
83815000000,,[],0,"[-3.0593059062957764, -2.6123313903808594]"
83824000000,,[],0,"[-3.06976056098938, -2.617158889770508]"
83834000000,,[],0,"[-3.07963490486145, -2.629488468170166]"
83844000000,,[],0,"[-3.089326858520508, -2.6331255435943604]"
83854000000,,[],0,"[-3.0993359088897705, -2.636779546737671]"
83864000000,,[],0,"[-3.1171140670776367, -2.632462978363037]"
83875000000,,[],0,"[-3.118173360824585, -2.635211944580078]"
83884000000,,[],0,"[-3.118173360824585, -2.635547399520874]"
83895000000,,[],0,"[-3.127504587173462, -2.6382954120635986]"
83905000000,,[],0,"[-3.13677978515625, -2.6411619186401367]"
83915000000,,[],0,"[-3.1461410522460938, -2.644033908843994]"
83924000000,,[],0,"[-3.1556901931762695, -2.647632122039795]"
83935000000,,[],0,"[-3.1652209758758545, -2.6516363620758057]"
83944000000,,[],0,"[-3.1748993396759033, -2.6552350521087646]"
83954000000,,[],0,"[-3.184553384780884, -2.6588470935821533]"
83964000000,,[],0,"[-3.194181442260742, -2.6715972423553467]"
83974000000,,[],0,"[-3.2035367488861084, -2.667294979095459]"
83985000000,,[],0,"[-3.2127461433410645, -2.670743942260742]"
83994000000,,[],0,"[-3.221130609512329, -2.671149969100952]"
84004000000,,[],0,"[-3.221130609512329, -2.6741392612457275]"
84015000000,,[],0,"[-3.23125958442688, -2.678438186645508]"
84024000000,,[],0,"[-3.2403416633605957, -2.680797576904297]"
84035000000,,[],0,"[-3.2491707801818848, -2.6831536293029785]"
84044000000,,[],0,"[-3.2579550743103027, -2.6941096782684326]"
84055000000,,[],0,"[-3.2667036056518555, -2.6969423294067383]"
84065000000,,[],0,"[-3.276034116744995, -2.699812173843384]"
84075000000,,[],0,"[-3.284919261932373, -2.7027385234832764]"
84083000000,,[],0,"[-3.2935070991516113, -2.697554111480713]"
84094000000,,[],0,"[-3.302098274230957, -2.7068562507629395]"
84104000000,,[],0,"[-3.310878038406372, -2.7088308334350586]"
84115000000,,[],0,"[-3.3118107318878174, -2.703460693359375]"
84124000000,,[],0,"[-3.320611000061035, -2.705463171005249]"
84134000000,,[],0,"[-3.3294143676757812, -2.70864200592041]"
84144000000,,[],0,"[-3.3382465839385986, -2.712320327758789]"
84154000000,,[],0,"[-3.347094774246216, -2.7156176567077637]"
84164000000,,[],0,"[-3.3560056686401367, -2.7181198596954346]"
84174000000,,[],0,"[-3.3651671409606934, -2.728898286819458]"
84184000000,,[],0,"[-3.374443292617798, -2.7322018146514893]"
84194000000,,[],0,"[-3.383711814880371, -2.7275640964508057]"
84205000000,,[],0,"[-3.391906499862671, -2.7292261123657227]"
84215000000,,[],0,"[-3.3997609615325928, -2.729454517364502]"
84224000000,,[],0,"[-3.4006011486053467, -2.7313098907470703]"
84234000000,,[],0,"[-3.4092867374420166, -2.7345492839813232]"
84244000000,,[],0,"[-3.417738676071167, -2.7373311519622803]"
84254000000,,[],0,"[-3.425135850906372, -2.738776683807373]"
84264000000,,[],0,"[-3.4328393936157227, -2.740067958831787]"
84275000000,,[],0,"[-3.440950870513916, -2.7420494556427]"
84285000000,,[],0,"[-3.4490644931793213, -2.7529385089874268]"
84294000000,,[],0,"[-3.457193374633789, -2.7471673488616943]"
84305000000,,[],0,"[-3.4652340412139893, -2.748396396636963]"
84315000000,,[],0,"[-3.473264217376709, -2.7504868507385254]"
84325000000,,[],0,"[-3.480564832687378, -2.750758409500122]"
84335000000,,[],0,"[-3.481349468231201, -2.7533857822418213]"
84344000000,,[],0,"[-3.489396572113037, -2.755643367767334]"
84355000000,,[],0,"[-3.4973745346069336, -2.7568206787109375]"
84365000000,,[],0,"[-3.5053930282592773, -2.766998291015625]"
84375000000,,[],0,"[-3.51347017288208, -2.761240005493164]"
84384000000,,[],0,"[-3.520967960357666, -2.762988805770874]"
84394000000,,[],0,"[-3.5285115242004395, -2.7725868225097656]"
84405000000,,[],0,"[-3.5364878177642822, -2.7663872241973877]"
84414000000,,[],0,"[-3.54445481300354, -2.769099712371826]"
84424000000,,[],0,"[-3.552433490753174, -2.771517515182495]"
84434000000,,[],0,"[-3.552433490753174, -2.771822452545166]"
84444000000,,[],0,"[-3.5592360496520996, -2.7730133533477783]"
84454000000,,[],0,"[-3.5671439170837402, -2.783951759338379]"
84465000000,,[],0,"[-3.575065851211548, -2.777876853942871]"
84475000000,,[],0,"[-3.5825889110565186, -2.788039207458496]"
84486000000,,[],0,"[-3.589637041091919, -2.7800514698028564]"
84494000000,,[],0,"[-3.5973267555236816, -2.789405345916748]"
84504000000,,[],0,"[-3.6050946712493896, -2.7910258769989014]"
84515000000,,[],0,"[-3.6129748821258545, -2.7927334308624268]"
84525000000,,[],0,"[-3.6208548545837402, -2.7858798503875732]"
84535000000,,[],0,"[-3.6277616024017334, -2.79435396194458]"
84544000000,,[],0,"[-3.634620428085327, -2.7961652278900146]"
84554000000,,[],0,"[-3.6353604793548584, -2.7892861366271973]"
84564000000,,[],0,"[-3.642888307571411, -2.7910776138305664]"
84574000000,,[],0,"[-3.650519847869873, -2.8015356063842773]"
84584000000,,[],0,"[-3.6580514907836914, -2.7946412563323975]"
84594000000,,[],0,"[-3.6654059886932373, -2.7961766719818115]"
84604000000,,[],0,"[-3.6727495193481445, -2.797673463821411]"
84614000000,,[],0,"[-3.680082082748413, -2.8078410625457764]"
84624000000,,[],0,"[-3.686440944671631, -2.809089422225952]"
84634000000,,[],0,"[-3.6930036544799805, -2.809844970703125]"
84644000000,,[],0,"[-3.6996891498565674, -2.8028013706207275]"
84654000000,,[],0,"[-3.7057604789733887, -2.8020732402801514]"
84665000000,,[],0,"[-3.7119805812835693, -2.8031296730041504]"
84674000000,,[],0,"[-3.7133240699768066, -2.8054862022399902]"
84684000000,,[],0,"[-3.720869541168213, -2.807556390762329]"
84694000000,,[],0,"[-3.727566719055176, -2.8085451126098633]"
84705000000,,[],0,"[-3.734288215637207, -2.809553623199463]"
84715000000,,[],0,"[-3.741034507751465, -2.8115482330322266]"
84725000000,,[],0,"[-3.747730016708374, -2.8218326568603516]"
84734000000,,[],0,"[-3.7544312477111816, -2.822901487350464]"
84744000000,,[],0,"[-3.7610790729522705, -2.8152620792388916]"
84761000000,,[],0,"[-3.7677652835845947, -2.816427230834961]"
84766000000,,[],0,"[-3.7747318744659424, -2.8250274658203125]"
84775000000,,[],0,"[-3.7806389331817627, -2.8280534744262695]"
84786000000,,[],0,"[-3.7818925380706787, -2.8204753398895264]"
84794000000,,[],0,"[-3.788250207901001, -2.821619987487793]"
84806000000,,[],0,"[-3.7949559688568115, -2.823345899581909]"
